driver,car,qualifying_time,season,round
massa,Ferrari,1:26.395,2011,4
barrichello,Williams,1:26.764,2011,4
sutil,Force India,1:27.027,2011,4
resta,Force India,1:27.145,2011,4
maldonado,Williams,1:27.236,2011,4
perez,Sauber,1:27.244,2011,4
buemi,Toro Rosso,1:27.255,2011,4
alguersuari,Toro Rosso,1:27.572,2011,4
kovalainen,Lotus,1:28.780,2011,4
trulli,Lotus,1:29.673,2011,4
ambrosio,Virgin,1:30.445,2011,4
liuzzi,HRT,1:30.692,2011,4
glock,Virgin,1:30.813,2011,4
karthikeyan,HRT,1:31.564,2011,4
webber,Red Bull,1:20.981,2011,5
vettel,Red Bull,1:21.181,2011,5
hamilton,McLaren,1:21.961,2011,5
alonso,Ferrari,1:21.964,2011,5
button,McLaren,1:21.996,2011,5
petrov,Renault,1:22.471,2011,5
rosberg,Mercedes,1:22.599,2011,5
massa,Ferrari,1:22.888,2011,5
maldonado,Williams,1:22.952,2011,5
michael_schumacher,Mercedes,1:22.671,2011,5
buemi,Toro Rosso,1:23.231,2011,5
perez,Sauber,1:23.367,2011,5
alguersuari,Toro Rosso,1:23.694,2011,5
kobayashi,Sauber,1:23.702,2011,5
kovalainen,Lotus,1:25.403,2011,5
resta,Force India,1:26.126,2011,5
sutil,Force India,1:26.571,2011,5
trulli,Lotus,1:26.521,2011,5
barrichello,Williams,1:26.910,2011,5
glock,Virgin,1:27.315,2011,5
liuzzi,HRT,1:27.809,2011,5
karthikeyan,HRT,1:27.908,2011,5
ambrosio,Virgin,1:28.556,2011,5
vettel,Red Bull,1:13.556,2011,6
button,McLaren,1:13.997,2011,6
webber,Red Bull,1:14.019,2011,6
alonso,Ferrari,1:14.483,2011,6
michael_schumacher,Mercedes,1:14.682,2011,6
massa,Ferrari,1:14.877,2011,6
hamilton,McLaren,1:15.280,2011,6
rosberg,Mercedes,1:15.766,2011,6
maldonado,Williams,1:16.528,2011,6
perez,Sauber,1:15.482,2011,6
petrov,Renault,1:15.815,2011,6
barrichello,Williams,1:15.826,2011,6
kobayashi,Sauber,1:15.973,2011,6
resta,Force India,1:16.118,2011,6
sutil,Force India,1:16.121,2011,6
heidfeld,Renault,1:16.214,2011,6
buemi,Toro Rosso,1:16.300,2011,6
kovalainen,Lotus,1:17.343,2011,6
trulli,Lotus,1:17.381,2011,6
alguersuari,Toro Rosso,1:17.820,2011,6
glock,Virgin,1:17.914,2011,6
ambrosio,Virgin,1:18.736,2011,6
karthikeyan,HRT,00.000,2011,6
liuzzi,HRT,00.000,2011,6
vettel,Red Bull,1:13.014,2011,7
alonso,Ferrari,1:13.199,2011,7
massa,Ferrari,1:13.217,2011,7
webber,Red Bull,1:13.429,2011,7
hamilton,McLaren,1:13.565,2011,7
rosberg,Mercedes,1:13.814,2011,7
button,McLaren,1:13.838,2011,7
michael_schumacher,Mercedes,1:13.864,2011,7
heidfeld,Renault,1:14.062,2011,7
petrov,Renault,1:14.085,2011,7
resta,Force India,1:14.752,2011,7
maldonado,Williams,1:15.043,2011,7
kobayashi,Sauber,1:15.285,2011,7
sutil,Force India,1:15.287,2011,7
buemi,Toro Rosso,1:15.334,2011,7
barrichello,Williams,1:15.361,2011,7
rosa,Sauber,1:15.587,2011,7
alguersuari,Toro Rosso,1:16.294,2011,7
trulli,Lotus,1:16.745,2011,7
kovalainen,Lotus,1:16.786,2011,7
liuzzi,HRT,1:18.424,2011,7
glock,Virgin,1:18.537,2011,7
karthikeyan,HRT,1:18.574,2011,7
ambrosio,Virgin,1:19.414,2011,7
vettel,Red Bull,1:36.975,2011,8
webber,Red Bull,1:37.163,2011,8
hamilton,McLaren,1:37.380,2011,8
alonso,Ferrari,1:37.454,2011,8
massa,Ferrari,1:37.535,2011,8
button,McLaren,1:37.645,2011,8
rosberg,Mercedes,1:38.231,2011,8
michael_schumacher,Mercedes,1:38.240,2011,8
heidfeld,Renault,1:38.781,2011,8
sutil,Force India,1:39.034,2011,8
petrov,Renault,1:39.068,2011,8
resta,Force India,1:39.422,2011,8
barrichello,Williams,1:39.489,2011,8
kobayashi,Sauber,1:39.525,2011,8
maldonado,Williams,1:39.645,2011,8
perez,Sauber,1:39.657,2011,8
buemi,Toro Rosso,1:39.711,2011,8
alguersuari,Toro Rosso,1:40.232,2011,8
kovalainen,Lotus,1:41.664,2011,8
trulli,Lotus,1:42.234,2011,8
glock,Virgin,1:42.553,2011,8
liuzzi,HRT,1:43.584,2011,8
ambrosio,Virgin,1:43.735,2011,8
karthikeyan,HRT,1:44.363,2011,8
webber,Red Bull,1:30.399,2011,9
vettel,Red Bull,1:30.431,2011,9
alonso,Ferrari,1:30.516,2011,9
massa,Ferrari,1:31.124,2011,9
button,McLaren,1:31.898,2011,9
resta,Force India,1:31.929,2011,9
maldonado,Williams,1:31.933,2011,9
kobayashi,Sauber,1:32.128,2011,9
rosberg,Mercedes,1:32.209,2011,9
hamilton,McLaren,1:32.376,2011,9
sutil,Force India,1:32.617,2011,9
perez,Sauber,1:32.624,2011,9
michael_schumacher,Mercedes,1:32.656,2011,9
petrov,Renault,1:32.734,2011,9
barrichello,Williams,1:33.119,2011,9
heidfeld,Renault,1:33.805,2011,9
kovalainen,Lotus,1:34.821,2011,9
alguersuari,Toro Rosso,1:35.245,2011,9
buemi,Toro Rosso,1:35.749,2011,9
glock,Virgin,1:36.203,2011,9
trulli,Lotus,1:36.456,2011,9
ambrosio,Virgin,1:37.154,2011,9
liuzzi,HRT,1:37.484,2011,9
ricciardo,HRT,1:38.059,2011,9
webber,Red Bull,1:30.079,2011,10
hamilton,McLaren,1:30.134,2011,10
vettel,Red Bull,1:30.216,2011,10
alonso,Ferrari,1:30.442,2011,10
massa,Ferrari,1:30.910,2011,10
rosberg,Mercedes,1:31.263,2011,10
button,McLaren,1:31.288,2011,10
sutil,Force India,1:32.010,2011,10
petrov,Renault,1:32.187,2011,10
michael_schumacher,Mercedes,1:32.482,2011,10
heidfeld,Renault,1:32.215,2011,10
resta,Force India,1:32.560,2011,10
maldonado,Williams,1:32.635,2011,10
barrichello,Williams,1:33.043,2011,10
perez,Sauber,1:33.176,2011,10
buemi,Toro Rosso,1:33.546,2011,10
alguersuari,Toro Rosso,1:33.698,2011,10
kobayashi,Sauber,1:33.786,2011,10
kovalainen,Lotus,1:35.599,2011,10
glock,Virgin,1:36.400,2011,10
chandhok,Lotus,1:36.422,2011,10
ambrosio,Virgin,1:36.641,2011,10
liuzzi,HRT,1:37.011,2011,10
ricciardo,HRT,1:37.036,2011,10
vettel,Red Bull,1:19.815,2011,11
hamilton,McLaren,1:19.978,2011,11
button,McLaren,1:20.024,2011,11
massa,Ferrari,1:20.350,2011,11
alonso,Ferrari,1:20.365,2011,11
webber,Red Bull,1:20.474,2011,11
rosberg,Mercedes,1:21.098,2011,11
sutil,Force India,1:21.445,2011,11
michael_schumacher,Mercedes,1:21.907,2011,11
perez,Sauber,1:22.157,2011,11
resta,Force India,1:22.256,2011,11
petrov,Renault,1:22.284,2011,11
kobayashi,Sauber,1:22.435,2011,11
heidfeld,Renault,1:22.470,2011,11
barrichello,Williams,1:22.684,2011,11
alguersuari,Toro Rosso,1:22.979,2011,11
maldonado,Williams,1:23.847,2011,11
buemi,Toro Rosso,1:24.070,2011,11
kovalainen,Lotus,1:24.362,2011,11
trulli,Lotus,1:24.534,2011,11
glock,Virgin,1:26.294,2011,11
liuzzi,HRT,1:26.323,2011,11
ricciardo,HRT,1:26.479,2011,11
ambrosio,Virgin,1:26.510,2011,11
vettel,Red Bull,1:48.298,2011,12
hamilton,McLaren,1:48.730,2011,12
webber,Red Bull,1:49.376,2011,12
massa,Ferrari,1:50.256,2011,12
rosberg,Mercedes,1:50.552,2011,12
alguersuari,Toro Rosso,1:50.773,2011,12
bruno_senna,Renault,1:51.121,2011,12
alonso,Ferrari,1:51.251,2011,12
perez,Sauber,1:51.374,2011,12
petrov,Renault,1:52.303,2011,12
buemi,Toro Rosso,2:04.692,2011,12
kobayashi,Sauber,2:04.757,2011,12
button,McLaren,2:05.150,2011,12
barrichello,Williams,2:07.349,2011,12
sutil,Force India,2:07.777,2011,12
maldonado,Williams,2:08.106,2011,12
kovalainen,Lotus,2:08.354,2011,12
resta,Force India,2:07.758,2011,12
trulli,Lotus,2:08.773,2011,12
glock,Virgin,2:09.566,2011,12
ambrosio,Virgin,2:11.601,2011,12
liuzzi,HRT,2:11.616,2011,12
ricciardo,HRT,2:13.077,2011,12
vettel,Red Bull,1:22.275,2011,13
hamilton,McLaren,1:22.725,2011,13
button,McLaren,1:22.777,2011,13
alonso,Ferrari,1:22.841,2011,13
webber,Red Bull,1:22.972,2011,13
massa,Ferrari,1:23.188,2011,13
petrov,Renault,1:23.530,2011,13
michael_schumacher,Mercedes,1:23.777,2011,13
rosberg,Mercedes,1:24.477,2011,13
bruno_senna,Renault,1:24.157,2011,13
resta,Force India,1:24.163,2011,13
sutil,Force India,1:24.209,2011,13
barrichello,Williams,1:24.648,2011,13
maldonado,Williams,1:24.726,2011,13
perez,Sauber,1:24.845,2011,13
buemi,Toro Rosso,1:24.932,2011,13
kobayashi,Sauber,1:25.065,2011,13
alguersuari,Toro Rosso,1:25.334,2011,13
trulli,Lotus,1:26.647,2011,13
kovalainen,Lotus,1:27.184,2011,13
glock,Virgin,1:27.591,2011,13
ambrosio,Virgin,1:27.609,2011,13
ricciardo,HRT,1:28.054,2011,13
liuzzi,HRT,1:28.231,2011,13
vettel,Red Bull,1:44.381,2011,14
webber,Red Bull,1:44.732,2011,14
button,McLaren,1:44.804,2011,14
hamilton,McLaren,1:44.809,2011,14
alonso,Ferrari,1:44.874,2011,14
massa,Ferrari,1:45.800,2011,14
rosberg,Mercedes,1:46.013,2011,14
michael_schumacher,Mercedes,1:46.043,2011,14
sutil,Force India,1:47.093,2011,14
resta,Force India,1:47.486,2011,14
perez,Sauber,1:47.616,2011,14
barrichello,Williams,1:48.082,2011,14
maldonado,Williams,1:48.270,2011,14
buemi,Toro Rosso,1:48.634,2011,14
bruno_senna,Renault,1:48.662,2011,14
alguersuari,Toro Rosso,1:49.862,2011,14
kobayashi,Sauber,1:48.054,2011,14
petrov,Renault,1:49.835,2011,14
kovalainen,Lotus,1:50.948,2011,14
trulli,Lotus,1:51.012,2011,14
glock,Virgin,1:52.154,2011,14
ambrosio,Virgin,1:52.363,2011,14
ricciardo,HRT,1:52.404,2011,14
liuzzi,HRT,1:52.810,2011,14
vettel,Red Bull,1:30.466,2011,15
button,McLaren,1:30.475,2011,15
hamilton,McLaren,1:30.617,2011,15
massa,Ferrari,1:30.804,2011,15
alonso,Ferrari,1:30.886,2011,15
webber,Red Bull,1:31.156,2011,15
michael_schumacher,Mercedes,1:32.116,2011,15
bruno_senna,Renault,1:32.297,2011,15
petrov,Renault,1:32.245,2011,15
kobayashi,Sauber,1:32.380,2011,15
sutil,Force India,1:32.463,2011,15
resta,Force India,1:32.746,2011,15
barrichello,Williams,1:33.079,2011,15
maldonado,Williams,1:33.224,2011,15
buemi,Toro Rosso,1:33.227,2011,15
alguersuari,Toro Rosso,1:33.427,2011,15
perez,Sauber,1:34.704,2011,15
kovalainen,Lotus,1:35.454,2011,15
trulli,Lotus,1:35.514,2011,15
ambrosio,Virgin,1:36.439,2011,15
glock,Virgin,1:36.507,2011,15
ricciardo,HRT,1:37.846,2011,15
rosberg,Mercedes,00.000,2011,15
liuzzi,HRT,00.000,2011,15
hamilton,McLaren,1:35.820,2011,16
vettel,Red Bull,1:36.042,2011,16
button,McLaren,1:36.126,2011,16
webber,Red Bull,1:36.468,2011,16
massa,Ferrari,1:36.831,2011,16
alonso,Ferrari,1:36.980,2011,16
rosberg,Mercedes,1:37.754,2011,16
petrov,Renault,1:38.124,2011,16
resta,Force India,1:38.254,2011,16
sutil,Force India,1:38.219,2011,16
alguersuari,Toro Rosso,1:38.315,2011,16
michael_schumacher,Mercedes,1:38.354,2011,16
buemi,Toro Rosso,1:38.508,2011,16
kobayashi,Sauber,1:38.775,2011,16
bruno_senna,Renault,1:38.791,2011,16
maldonado,Williams,1:39.189,2011,16
perez,Sauber,1:39.443,2011,16
barrichello,Williams,1:39.538,2011,16
kovalainen,Lotus,1:40.522,2011,16
trulli,Lotus,1:41.101,2011,16
glock,Virgin,1:42.091,2011,16
ambrosio,Virgin,1:43.483,2011,16
liuzzi,HRT,1:43.758,2011,16
ricciardo,HRT,00.000,2011,16
vettel,Red Bull,1:24.178,2011,17
hamilton,McLaren,1:24.474,2011,17
webber,Red Bull,1:24.508,2011,17
alonso,Ferrari,1:24.519,2011,17
button,McLaren,1:24.950,2011,17
massa,Ferrari,1:25.122,2011,17
rosberg,Mercedes,1:25.451,2011,17
sutil,Force India,1:26.140,2011,17
buemi,Toro Rosso,1:26.161,2011,17
alguersuari,Toro Rosso,1:26.319,2011,17
petrov,Renault,1:26.319,2011,17
michael_schumacher,Mercedes,1:26.337,2011,17
resta,Force India,1:26.503,2011,17
maldonado,Williams,1:26.537,2011,17
bruno_senna,Renault,1:26.651,2011,17
barrichello,Williams,1:27.247,2011,17
perez,Sauber,1:27.562,2011,17
kobayashi,Sauber,1:27.876,2011,17
kovalainen,Lotus,1:28.565,2011,17
trulli,Lotus,1:28.752,2011,17
ricciardo,HRT,1:30.216,2011,17
karthikeyan,HRT,1:30.238,2011,17
ambrosio,Virgin,1:30.866,2011,17
glock,Virgin,1:34.046,2011,17
vettel,Red Bull,1:38.481,2011,18
hamilton,McLaren,1:38.622,2011,18
button,McLaren,1:38.631,2011,18
webber,Red Bull,1:38.858,2011,18
alonso,Ferrari,1:39.058,2011,18
massa,Ferrari,1:39.695,2011,18
rosberg,Mercedes,1:39.773,2011,18
michael_schumacher,Mercedes,1:40.662,2011,18
sutil,Force India,1:40.768,2011,18
resta,Force India,1:40.414,2011,18
perez,Sauber,1:40.874,2011,18
petrov,Renault,1:40.919,2011,18
buemi,Toro Rosso,1:41.009,2011,18
bruno_senna,Renault,1:41.079,2011,18
alguersuari,Toro Rosso,1:41.162,2011,18
kobayashi,Sauber,1:41.240,2011,18
maldonado,Williams,1:41.760,2011,18
kovalainen,Lotus,1:42.979,2011,18
trulli,Lotus,1:43.884,2011,18
glock,Virgin,1:44.515,2011,18
ricciardo,HRT,1:44.641,2011,18
ambrosio,Virgin,1:44.699,2011,18
liuzzi,HRT,1:45.159,2011,18
vettel,Red Bull,1:11.918,2011,19
webber,Red Bull,1:12.099,2011,19
button,McLaren,1:12.283,2011,19
hamilton,McLaren,1:12.480,2011,19
alonso,Ferrari,1:12.591,2011,19
rosberg,Mercedes,1:13.050,2011,19
massa,Ferrari,1:13.068,2011,19
sutil,Force India,1:13.298,2011,19
bruno_senna,Renault,1:13.761,2011,19
michael_schumacher,Mercedes,1:13.571,2011,19
resta,Force India,1:13.584,2011,19
barrichello,Williams,1:13.801,2011,19
alguersuari,Toro Rosso,1:13.804,2011,19
buemi,Toro Rosso,1:13.919,2011,19
petrov,Renault,1:14.053,2011,19
kobayashi,Sauber,1:14.129,2011,19
perez,Sauber,1:14.182,2011,19
maldonado,Williams,1:14.625,2011,19
kovalainen,Lotus,1:15.068,2011,19
trulli,Lotus,1:15.358,2011,19
liuzzi,HRT,1:16.631,2011,19
ricciardo,HRT,1:16.890,2011,19
ambrosio,Virgin,1:17.019,2011,19
glock,Virgin,1:17.060,2011,19
hamilton,McLaren,1:24.922,2012,1
button,McLaren,1:25.074,2012,1
grosjean,Lotus F1,1:25.302,2012,1
michael_schumacher,Mercedes,1:25.336,2012,1
webber,Red Bull,1:25.651,2012,1
vettel,Red Bull,1:25.668,2012,1
rosberg,Mercedes,1:25.686,2012,1
maldonado,Williams,1:25.908,2012,1
hulkenberg,Force India,1:26.451,2012,1
ricciardo,Toro Rosso,1:26.319,2012,1
vergne,Toro Rosso,1:26.429,2012,1
alonso,Ferrari,1:26.494,2012,1
kobayashi,Sauber,1:26.590,2012,1
bruno_senna,Williams,1:26.663,2012,1
resta,Force India,1:27.086,2012,1
massa,Ferrari,1:27.497,2012,1
perez,Sauber,1:26.596,2012,1
raikkonen,Lotus F1,1:27.758,2012,1
kovalainen,Caterham,1:28.679,2012,1
petrov,Caterham,1:29.018,2012,1
glock,Marussia,1:30.923,2012,1
pic,Marussia,1:31.670,2012,1
rosa,HRT,1:33.495,2012,1
karthikeyan,HRT,1:33.643,2012,1
hamilton,McLaren,1:36.219,2012,2
button,McLaren,1:36.368,2012,2
michael_schumacher,Mercedes,1:36.391,2012,2
webber,Red Bull,1:36.461,2012,2
raikkonen,Lotus F1,1:36.461,2012,2
vettel,Red Bull,1:36.634,2012,2
grosjean,Lotus F1,1:36.658,2012,2
rosberg,Mercedes,1:36.664,2012,2
alonso,Ferrari,1:37.566,2012,2
perez,Sauber,1:37.698,2012,2
maldonado,Williams,1:37.589,2012,2
massa,Ferrari,1:37.731,2012,2
bruno_senna,Williams,1:37.841,2012,2
resta,Force India,1:37.877,2012,2
ricciardo,Toro Rosso,1:37.883,2012,2
hulkenberg,Force India,1:37.890,2012,2
kobayashi,Sauber,1:38.069,2012,2
vergne,Toro Rosso,1:39.077,2012,2
kovalainen,Caterham,1:39.306,2012,2
petrov,Caterham,1:39.567,2012,2
glock,Marussia,1:40.903,2012,2
pic,Marussia,1:41.250,2012,2
rosa,HRT,1:42.914,2012,2
karthikeyan,HRT,1:43.655,2012,2
rosberg,Mercedes,1:35.121,2012,3
hamilton,McLaren,1:35.626,2012,3
michael_schumacher,Mercedes,1:35.691,2012,3
kobayashi,Sauber,1:35.784,2012,3
raikkonen,Lotus F1,1:35.898,2012,3
button,McLaren,1:36.191,2012,3
webber,Red Bull,1:36.290,2012,3
perez,Sauber,1:36.524,2012,3
alonso,Ferrari,1:36.622,2012,3
grosjean,Lotus F1,1:35.903,2012,3
vettel,Red Bull,1:36.031,2012,3
massa,Ferrari,1:36.255,2012,3
maldonado,Williams,1:36.283,2012,3
bruno_senna,Williams,1:36.289,2012,3
resta,Force India,1:36.317,2012,3
hulkenberg,Force India,1:36.745,2012,3
ricciardo,Toro Rosso,1:36.956,2012,3
vergne,Toro Rosso,1:37.714,2012,3
kovalainen,Caterham,1:38.463,2012,3
petrov,Caterham,1:38.677,2012,3
glock,Marussia,1:39.282,2012,3
pic,Marussia,1:39.717,2012,3
rosa,HRT,1:40.411,2012,3
karthikeyan,HRT,1:41.000,2012,3
vettel,Red Bull,1:32.422,2012,4
hamilton,McLaren,1:32.520,2012,4
webber,Red Bull,1:32.637,2012,4
button,McLaren,1:32.711,2012,4
rosberg,Mercedes,1:32.821,2012,4
ricciardo,Toro Rosso,1:32.912,2012,4
grosjean,Lotus F1,1:33.008,2012,4
perez,Sauber,1:33.394,2012,4
alonso,Ferrari,1:33.403,2012,4
resta,Force India,1:33.510,2012,4
raikkonen,Lotus F1,1:33.789,2012,4
kobayashi,Sauber,1:33.806,2012,4
hulkenberg,Force India,1:33.807,2012,4
massa,Ferrari,1:33.912,2012,4
bruno_senna,Williams,1:34.017,2012,4
kovalainen,Caterham,1:36.132,2012,4
maldonado,Williams,1:34.639,2012,4
michael_schumacher,Mercedes,1:34.865,2012,4
vergne,Toro Rosso,1:35.014,2012,4
petrov,Caterham,1:35.823,2012,4
pic,Marussia,1:37.683,2012,4
rosa,HRT,1:37.883,2012,4
glock,Marussia,1:37.905,2012,4
karthikeyan,HRT,1:38.314,2012,4
hamilton,McLaren,1:21.707,2012,5
maldonado,Williams,1:22.285,2012,5
alonso,Ferrari,1:22.302,2012,5
grosjean,Lotus F1,1:22.424,2012,5
raikkonen,Lotus F1,1:22.487,2012,5
perez,Sauber,1:22.533,2012,5
rosberg,Mercedes,1:23.005,2012,5
vettel,Red Bull,1:22.884,2012,5
michael_schumacher,Mercedes,1:22.904,2012,5
kobayashi,Sauber,1:22.897,2012,5
button,McLaren,1:22.944,2012,5
webber,Red Bull,1:22.977,2012,5
resta,Force India,1:23.125,2012,5
hulkenberg,Force India,1:23.177,2012,5
vergne,Toro Rosso,1:23.265,2012,5
ricciardo,Toro Rosso,1:23.442,2012,5
massa,Ferrari,1:23.444,2012,5
bruno_senna,Williams,1:24.981,2012,5
petrov,Caterham,1:25.277,2012,5
kovalainen,Caterham,1:25.507,2012,5
pic,Marussia,1:26.582,2012,5
glock,Marussia,1:27.032,2012,5
rosa,HRT,1:27.555,2012,5
karthikeyan,HRT,1:31.122,2012,5
michael_schumacher,Mercedes,1:14.301,2012,6
webber,Red Bull,1:14.381,2012,6
rosberg,Mercedes,1:14.448,2012,6
hamilton,McLaren,1:14.583,2012,6
grosjean,Lotus F1,1:14.639,2012,6
alonso,Ferrari,1:14.948,2012,6
massa,Ferrari,1:15.049,2012,6
raikkonen,Lotus F1,1:15.199,2012,6
maldonado,Williams,1:15.245,2012,6
vettel,Red Bull,1:15.234,2012,6
hulkenberg,Force India,1:15.421,2012,6
kobayashi,Sauber,1:15.508,2012,6
button,McLaren,1:15.536,2012,6
bruno_senna,Williams,1:15.709,2012,6
resta,Force India,1:15.718,2012,6
ricciardo,Toro Rosso,1:15.878,2012,6
vergne,Toro Rosso,1:16.885,2012,6
kovalainen,Caterham,1:16.538,2012,6
petrov,Caterham,1:17.404,2012,6
glock,Marussia,1:17.947,2012,6
rosa,HRT,1:18.096,2012,6
pic,Marussia,1:18.476,2012,6
karthikeyan,HRT,1:19.310,2012,6
vettel,Red Bull,1:13.784,2012,7
hamilton,McLaren,1:14.087,2012,7
alonso,Ferrari,1:14.151,2012,7
webber,Red Bull,1:14.346,2012,7
rosberg,Mercedes,1:14.411,2012,7
massa,Ferrari,1:14.465,2012,7
grosjean,Lotus F1,1:14.645,2012,7
resta,Force India,1:14.705,2012,7
michael_schumacher,Mercedes,1:14.812,2012,7
button,McLaren,1:15.182,2012,7
kobayashi,Sauber,1:14.688,2012,7
raikkonen,Lotus F1,1:14.734,2012,7
hulkenberg,Force India,1:14.748,2012,7
ricciardo,Toro Rosso,1:15.078,2012,7
perez,Sauber,1:15.156,2012,7
bruno_senna,Williams,1:15.170,2012,7
maldonado,Williams,1:15.231,2012,7
kovalainen,Caterham,1:16.263,2012,7
petrov,Caterham,1:16.482,2012,7
vergne,Toro Rosso,1:16.602,2012,7
rosa,HRT,1:17.492,2012,7
glock,Marussia,1:17.901,2012,7
pic,Marussia,1:18.255,2012,7
karthikeyan,HRT,1:18.330,2012,7
vettel,Red Bull,1:38.086,2012,8
hamilton,McLaren,1:38.410,2012,8
maldonado,Williams,1:38.475,2012,8
grosjean,Lotus F1,1:38.505,2012,8
raikkonen,Lotus F1,1:38.513,2012,8
rosberg,Mercedes,1:38.623,2012,8
kobayashi,Sauber,1:38.741,2012,8
hulkenberg,Force India,1:38.752,2012,8
button,McLaren,1:38.801,2012,8
resta,Force India,1:38.992,2012,8
alonso,Ferrari,1:38.707,2012,8
michael_schumacher,Mercedes,1:38.770,2012,8
massa,Ferrari,1:38.780,2012,8
bruno_senna,Williams,1:39.207,2012,8
perez,Sauber,1:39.358,2012,8
kovalainen,Caterham,1:40.295,2012,8
ricciardo,Toro Rosso,1:40.358,2012,8
vergne,Toro Rosso,1:40.203,2012,8
webber,Red Bull,1:40.395,2012,8
petrov,Caterham,1:40.457,2012,8
rosa,HRT,1:42.171,2012,8
karthikeyan,HRT,1:42.527,2012,8
pic,Marussia,1:42.675,2012,8
alonso,Ferrari,1:51.746,2012,9
webber,Red Bull,1:51.793,2012,9
michael_schumacher,Mercedes,1:52.020,2012,9
vettel,Red Bull,1:52.199,2012,9
massa,Ferrari,1:53.065,2012,9
raikkonen,Lotus F1,1:53.290,2012,9
maldonado,Williams,1:53.539,2012,9
hamilton,McLaren,1:53.543,2012,9
hulkenberg,Force India,1:54.382,2012,9
grosjean,Lotus F1,1:56.388,2012,9
resta,Force India,1:57.009,2012,9
kobayashi,Sauber,1:57.071,2012,9
rosberg,Mercedes,1:57.108,2012,9
ricciardo,Toro Rosso,1:57.132,2012,9
bruno_senna,Williams,1:57.426,2012,9
vergne,Toro Rosso,1:57.719,2012,9
perez,Sauber,1:57.895,2012,9
button,McLaren,1:48.044,2012,9
petrov,Caterham,1:49.027,2012,9
kovalainen,Caterham,1:49.477,2012,9
glock,Marussia,1:51.618,2012,9
rosa,HRT,1:52.742,2012,9
karthikeyan,HRT,1:53.040,2012,9
pic,Marussia,1:54.143,2012,9
alonso,Ferrari,1:40.621,2012,10
vettel,Red Bull,1:41.026,2012,10
webber,Red Bull,1:41.496,2012,10
michael_schumacher,Mercedes,1:42.459,2012,10
hulkenberg,Force India,1:43.501,2012,10
maldonado,Williams,1:43.950,2012,10
button,McLaren,1:44.113,2012,10
hamilton,McLaren,1:44.186,2012,10
resta,Force India,1:44.889,2012,10
raikkonen,Lotus F1,1:45.811,2012,10
ricciardo,Toro Rosso,1:39.789,2012,10
perez,Sauber,1:39.933,2012,10
kobayashi,Sauber,1:39.985,2012,10
massa,Ferrari,1:40.212,2012,10
grosjean,Lotus F1,1:40.574,2012,10
bruno_senna,Williams,1:40.752,2012,10
rosberg,Mercedes,1:41.551,2012,10
vergne,Toro Rosso,1:16.741,2012,10
kovalainen,Caterham,1:17.620,2012,10
petrov,Caterham,1:18.531,2012,10
pic,Marussia,1:19.220,2012,10
glock,Marussia,1:19.291,2012,10
rosa,HRT,1:19.912,2012,10
karthikeyan,HRT,1:20.230,2012,10
hamilton,McLaren,1:20.953,2012,11
grosjean,Lotus F1,1:21.366,2012,11
vettel,Red Bull,1:21.416,2012,11
button,McLaren,1:21.583,2012,11
raikkonen,Lotus F1,1:21.730,2012,11
alonso,Ferrari,1:21.844,2012,11
massa,Ferrari,1:21.900,2012,11
maldonado,Williams,1:21.939,2012,11
bruno_senna,Williams,1:22.343,2012,11
hulkenberg,Force India,1:22.847,2012,11
webber,Red Bull,1:21.715,2012,11
resta,Force India,1:21.813,2012,11
rosberg,Mercedes,1:21.895,2012,11
perez,Sauber,1:21.895,2012,11
kobayashi,Sauber,1:22.300,2012,11
vergne,Toro Rosso,1:22.380,2012,11
michael_schumacher,Mercedes,1:22.723,2012,11
ricciardo,Toro Rosso,1:23.250,2012,11
kovalainen,Caterham,1:23.576,2012,11
petrov,Caterham,1:24.167,2012,11
pic,Marussia,1:25.244,2012,11
glock,Marussia,1:25.476,2012,11
rosa,HRT,1:25.916,2012,11
karthikeyan,HRT,1:26.178,2012,11
button,McLaren,1:47.573,2012,12
kobayashi,Sauber,1:47.871,2012,12
maldonado,Williams,1:47.893,2012,12
raikkonen,Lotus F1,1:48.205,2012,12
perez,Sauber,1:48.219,2012,12
alonso,Ferrari,1:48.313,2012,12
webber,Red Bull,1:48.392,2012,12
hamilton,McLaren,1:48.394,2012,12
grosjean,Lotus F1,1:48.538,2012,12
resta,Force India,1:48.890,2012,12
vettel,Red Bull,1:48.792,2012,12
hulkenberg,Force India,1:48.855,2012,12
michael_schumacher,Mercedes,1:49.081,2012,12
massa,Ferrari,1:49.147,2012,12
vergne,Toro Rosso,1:49.354,2012,12
ricciardo,Toro Rosso,1:49.543,2012,12
bruno_senna,Williams,1:50.088,2012,12
rosberg,Mercedes,1:50.181,2012,12
kovalainen,Caterham,1:51.739,2012,12
petrov,Caterham,1:51.967,2012,12
glock,Marussia,1:52.336,2012,12
rosa,HRT,1:53.030,2012,12
pic,Marussia,1:53.493,2012,12
karthikeyan,HRT,1:54.989,2012,12
hamilton,McLaren,1:24.010,2012,13
button,McLaren,1:24.133,2012,13
massa,Ferrari,1:24.247,2012,13
resta,Force India,1:24.304,2012,13
michael_schumacher,Mercedes,1:24.540,2012,13
vettel,Red Bull,1:24.802,2012,13
rosberg,Mercedes,1:24.833,2012,13
raikkonen,Lotus F1,1:24.855,2012,13
kobayashi,Sauber,1:25.109,2012,13
alonso,Ferrari,1:25.678,2012,13
